Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion
55,Yes,Travel_Rarely,725,Research & Development,2,3,Medical,4,Male,3,5,Manager,1,19859,5,Yes,13,3,4,24,3,5,2,1
36,No,Non-Travel,1434,Sales,8,4,Life Sciences,1,Male,2,3,Sales Executive,1,7587,1,No,15,3,2,10,3,10,7,0
52,No,Non-Travel,715,Research & Development,19,4,Medical,4,Male,3,1,Research Scientist,4,4258,0,No,18,3,1,5,3,4,3,1
26,No,Travel_Frequently,575,Research & Development,1,2,Life Sciences,1,Female,1,1,Laboratory Technician,4,4364,3,No,14,3,1,5,3,2,2,2
29,No,Travel_Rarely,657,Research & Development,27,3,Medical,2,Female,3,2,Healthcare Representative,3,4335,4,No,12,3,1,11,2,8,7,1
26,Yes,Travel_Rarely,1146,Sales,8,3,Technical Degree,4,Male,2,2,Sales Executive,1,5326,6,No,17,3,3,6,2,4,3,1
34,No,Travel_Rarely,182,Research & Development,1,4,Life Sciences,2,Female,4,1,Research Scientist,4,3280,2,No,16,3,3,10,3,4,2,1
54,No,Travel_Rarely,376,Research & Development,19,4,Medical,4,Female,3,2,Manufacturing Director,1,5485,9,Yes,11,3,2,9,3,5,3,1
27,No,Travel_Frequently,829,Sales,8,1,Marketing,3,Male,3,2,Sales Executive,4,4342,0,No,19,3,2,5,3,4,2,1
37,No,Travel_Rarely,571,Research & Development,10,1,Life Sciences,4,Female,3,1,Research Scientist,1,2782,0,Yes,13,3,2,6,2,5,3,4
38,No,Travel_Frequently,240,Research & Development,2,4,Life Sciences,1,Female,4,2,Manufacturing Director,1,5980,6,Yes,12,3,4,17,3,15,7,4
34,No,Travel_Rarely,121,Research & Development,2,4,Medical,3,Female,2,1,Research Scientist,1,4381,1,No,11,3,3,6,3,6,5,1
35,No,Travel_Rarely,384,Sales,8,4,Life Sciences,1,Female,3,1,Sales Representative,4,2572,1,No,16,3,2,3,2,3,2,0
30,No,Travel_Rarely,921,Research & Development,1,3,Life Sciences,4,Male,1,1,Laboratory Technician,3,3833,3,No,21,4,3,7,3,2,2,0
40,No,Travel_Frequently,791,Research & Development,2,2,Medical,3,Female,4,2,Healthcare Representative,2,4244,1,No,24,4,4,8,3,8,7,3
34,No,Travel_Rarely,1111,Sales,8,2,Life Sciences,3,Female,3,2,Sales Executive,1,6500,5,No,17,3,2,6,3,3,2,1
42,No,Travel_Frequently,570,Research & Development,8,3,Life Sciences,2,Male,3,5,Manager,4,18430,1,No,13,3,2,24,2,24,7,14
23,Yes,Travel_Rarely,1243,Research & Development,6,3,Life Sciences,3,Male,4,1,Laboratory Technician,1,1601,1,Yes,21,4,3,1,3,0,0,0
24,No,Non-Travel,1092,Research & Development,9,3,Life Sciences,3,Male,2,1,Laboratory Technician,2,2694,1,No,11,3,3,1,3,1,0,0
52,No,Travel_Rarely,1325,Research & Development,11,4,Life Sciences,4,Female,3,2,Laboratory Technician,3,3149,8,No,20,4,2,9,3,5,2,1
50,No,Travel_Rarely,691,Research & Development,2,3,Medical,3,Male,3,4,Research Director,3,17639,5,No,16,3,4,30,3,4,3,0
29,Yes,Travel_Rarely,805,Research & Development,1,2,Life Sciences,2,Female,2,1,Laboratory Technician,1,2319,1,Yes,11,3,4,1,3,1,0,0
33,No,Travel_Rarely,213,Research & Development,7,3,Medical,3,Male,3,3,Research Director,3,11691,0,No,11,3,4,14,4,13,9,3
33,Yes,Travel_Rarely,118,Sales,16,3,Marketing,1,Female,3,2,Sales Executive,1,5324,5,No,15,3,3,6,3,3,2,0
47,No,Travel_Rarely,202,Research & Development,2,2,Other,3,Female,3,4,Manager,4,16752,1,Yes,11,3,3,26,2,26,14,3
36,No,Travel_Rarely,676,Research & Development,1,3,Other,3,Female,3,2,Manufacturing Director,2,5228,0,No,15,3,1,10,3,9,7,0
29,No,Travel_Rarely,1252,Research & Development,23,2,Life Sciences,3,Male,4,1,Research Scientist,3,2700,1,No,24,4,3,10,3,10,7,0
58,Yes,Travel_Rarely,286,Research & Development,2,4,Life Sciences,4,Male,3,5,Research Director,2,19246,7,Yes,12,3,4,40,3,31,15,13
35,No,Travel_Rarely,1258,Research & Development,1,4,Life Sciences,4,Female,4,1,Research Scientist,3,2506,3,No,13,3,3,7,3,2,2,2
42,No,Travel_Rarely,932,Research & Development,1,2,Life Sciences,4,Female,2,2,Manufacturing Director,4,6062,9,Yes,13,3,4,8,3,4,3,0
28,Yes,Travel_Rarely,890,Research & Development,2,4,Medical,3,Male,3,1,Research Scientist,3,4382,6,No,17,3,4,5,2,2,2,2
36,No,Travel_Rarely,1041,Human Resources,13,3,Human Resources,3,Male,3,1,Human Resources,2,2143,4,No,13,3,2,8,3,5,2,0
32,No,Travel_Rarely,859,Research & Development,4,3,Life Sciences,3,Female,2,2,Manufacturing Director,3,6162,1,No,12,3,3,14,3,14,13,6
40,No,Travel_Frequently,720,Research & Development,16,4,Medical,1,Male,2,2,Laboratory Technician,3,5094,6,No,14,3,4,10,3,1,0,0
30,No,Travel_Rarely,946,Research & Development,2,3,Medical,3,Female,2,2,Manufacturing Director,4,6877,5,Yes,24,4,2,12,2,0,0,0
45,No,Travel_Rarely,252,Research & Development,2,3,Life Sciences,2,Female,2,1,Research Scientist,3,2274,1,No,14,3,4,1,3,1,0,0
42,No,Travel_Rarely,933,Research & Development,29,3,Life Sciences,2,Male,3,2,Manufacturing Director,2,4434,1,No,13,3,4,10,2,9,8,7
38,No,Travel_Frequently,471,Research & Development,12,3,Life Sciences,1,Male,2,2,Healthcare Representative,1,6288,2,No,15,3,3,13,2,4,3,1
34,No,Travel_Frequently,702,Research & Development,16,4,Life Sciences,3,Female,2,1,Research Scientist,4,2553,1,No,16,3,3,6,3,5,2,1
49,Yes,Travel_Rarely,1184,Sales,11,3,Marketing,3,Female,3,3,Sales Executive,4,7654,1,No,18,3,1,9,4,9,8,7
55,Yes,Travel_Rarely,436,Sales,2,1,Medical,3,Male,3,2,Sales Executive,4,5160,4,No,16,3,3,12,2,9,7,7
43,No,Travel_Rarely,589,Research & Development,14,2,Life Sciences,2,Male,3,4,Research Director,1,17159,6,No,24,4,3,22,3,4,1,1
27,No,Travel_Rarely,269,Research & Development,5,1,Technical Degree,3,Male,2,3,Research Director,4,12808,1,Yes,16,3,2,9,3,9,8,0
35,No,Travel_Rarely,950,Research & Development,7,3,Other,3,Male,3,3,Manufacturing Director,3,10221,3,No,21,4,2,17,4,8,5,1
28,No,Travel_Rarely,760,Sales,2,4,Marketing,2,Female,3,2,Sales Executive,2,4779,1,Yes,20,4,1,8,3,8,7,7
34,No,Travel_Rarely,829,Human Resources,3,2,Human Resources,3,Male,3,1,Human Resources,4,3737,0,No,19,3,3,4,1,3,2,0
26,Yes,Travel_Frequently,887,Research & Development,5,2,Medical,3,Female,2,1,Research Scientist,3,2366,1,Yes,14,3,1,8,3,8,7,1
27,No,Non-Travel,443,Research & Development,3,3,Medical,4,Male,3,1,Research Scientist,4,1706,1,No,11,3,3,0,2,0,0,0
51,No,Travel_Rarely,1318,Sales,26,4,Marketing,1,Female,3,4,Manager,3,16307,2,No,14,3,3,29,2,20,6,4
44,No,Travel_Rarely,625,Research & Development,4,3,Medical,4,Male,3,2,Healthcare Representative,2,5933,9,No,12,3,4,10,2,5,2,2
25,No,Travel_Rarely,180,Research & Development,2,1,Medical,1,Male,4,1,Research Scientist,1,3424,7,No,13,3,3,6,2,4,3,0
33,No,Travel_Rarely,586,Sales,1,3,Medical,1,Male,4,2,Sales Executive,1,4037,1,No,22,4,1,9,3,9,8,0
35,No,Travel_Rarely,1343,Research & Development,27,1,Medical,3,Female,2,1,Research Scientist,1,2559,1,No,11,3,4,6,2,6,5,1
36,No,Travel_Rarely,928,Sales,1,2,Life Sciences,2,Male,3,2,Sales Executive,4,6201,1,Yes,14,3,4,18,2,18,14,4
32,No,Travel_Rarely,117,Sales,13,4,Life Sciences,2,Male,3,2,Sales Executive,4,4403,2,No,11,3,3,8,2,5,2,0
30,No,Travel_Frequently,1012,Research & Development,5,4,Life Sciences,2,Male,2,1,Research Scientist,4,3761,9,No,12,3,2,10,2,5,4,0
53,No,Travel_Rarely,661,Sales,7,2,Marketing,1,Female,2,3,Sales Executive,4,10934,7,Yes,18,3,4,35,3,5,2,0
45,No,Travel_Rarely,930,Sales,9,3,Marketing,4,Male,3,3,Sales Executive,1,10761,4,Yes,12,3,3,18,3,5,4,0
32,No,Travel_Rarely,638,Research & Development,8,2,Medical,3,Female,4,2,Research Scientist,3,5175,5,No,12,3,3,9,2,5,3,1
52,No,Travel_Frequently,890,Research & Development,25,4,Medical,3,Female,2,4,Manufacturing Director,4,13826,3,No,22,4,3,31,3,9,8,0
37,No,Travel_Rarely,342,Sales,16,4,Marketing,4,Male,2,2,Sales Executive,3,6334,4,No,19,3,4,9,3,1,0,0
28,No,Travel_Rarely,1169,Human Resources,8,2,Medical,2,Male,2,1,Human Resources,4,4936,1,No,13,3,4,6,3,5,1,0
22,No,Travel_Rarely,1230,Research & Development,1,2,Life Sciences,4,Male,2,2,Manufacturing Director,4,4775,6,No,22,4,1,4,1,2,2,2
44,No,Travel_Rarely,986,Research & Development,8,4,Life Sciences,1,Male,4,1,Laboratory Technician,4,2818,2,Yes,24,4,3,10,2,3,2,0
42,No,Travel_Frequently,1271,Research & Development,2,1,Medical,2,Male,3,1,Research Scientist,4,2515,5,Yes,14,3,4,8,3,2,1,2
36,No,Travel_Rarely,1278,Human Resources,8,3,Life Sciences,1,Male,2,1,Human Resources,1,2342,0,No,21,4,3,6,3,5,4,0
25,No,Travel_Rarely,141,Sales,3,1,Other,3,Male,3,2,Sales Executive,1,4194,1,Yes,18,3,4,5,3,5,3,0
35,No,Travel_Rarely,607,Research & Development,9,3,Life Sciences,4,Female,2,3,Manufacturing Director,3,10685,1,Yes,20,4,2,17,3,17,14,5
35,Yes,Travel_Frequently,130,Research & Development,25,4,Life Sciences,4,Female,3,1,Research Scientist,2,2022,1,Yes,19,3,1,10,2,10,2,7
32,No,Non-Travel,300,Research & Development,1,3,Life Sciences,4,Male,3,1,Laboratory Technician,4,2314,0,No,12,3,2,4,3,3,0,0
25,No,Travel_Rarely,583,Sales,4,1,Marketing,3,Male,2,2,Sales Executive,1,4256,1,No,12,3,1,5,4,5,2,0
49,No,Travel_Rarely,1418,Research & Development,1,3,Technical Degree,3,Female,3,1,Research Scientist,1,3580,2,No,16,3,2,7,3,4,2,0
24,No,Non-Travel,1269,Research & Development,4,1,Life Sciences,1,Male,2,1,Laboratory Technician,4,3162,0,No,17,3,4,6,2,5,2,3
32,No,Travel_Frequently,379,Sales,5,2,Life Sciences,2,Male,3,2,Sales Executive,2,6524,1,No,14,3,4,10,3,10,8,5
38,No,Travel_Rarely,395,Sales,9,3,Marketing,2,Male,2,1,Sales Representative,2,2899,0,No,19,3,4,3,3,2,2,1
42,No,Travel_Rarely,1265,Research & Development,3,3,Life Sciences,3,Female,4,2,Laboratory Technician,4,5231,2,Yes,13,3,2,17,2,5,3,1
31,No,Travel_Rarely,1222,Research & Development,11,4,Life Sciences,4,Male,3,1,Research Scientist,4,2356,3,Yes,19,3,2,8,3,6,4,0
29,Yes,Travel_Rarely,341,Sales,1,3,Medical,2,Female,2,1,Sales Representative,3,2800,6,Yes,19,3,3,5,3,3,2,0
53,No,Travel_Rarely,868,Sales,8,3,Marketing,1,Male,3,4,Sales Executive,4,11836,5,No,14,3,3,28,3,2,0,2
35,No,Travel_Rarely,672,Research & Development,25,3,Technical Degree,4,Male,2,3,Manufacturing Director,2,10903,3,No,16,3,1,16,3,13,10,4
37,No,Travel_Frequently,1231,Sales,21,2,Medical,3,Female,3,1,Sales Representative,4,2973,5,No,15,3,2,10,3,5,4,0
53,No,Travel_Rarely,102,Research & Development,23,4,Life Sciences,4,Female,3,4,Research Director,4,14275,6,No,18,3,3,33,3,12,9,3
43,No,Travel_Frequently,422,Research & Development,1,3,Life Sciences,4,Female,3,2,Healthcare Representative,4,5562,4,No,13,3,2,12,2,5,2,2
47,No,Travel_Rarely,249,Sales,2,2,Marketing,3,Female,3,2,Sales Executive,4,4537,0,Yes,22,4,1,8,3,7,6,7
37,No,Non-Travel,1252,Sales,19,2,Medical,1,Male,3,3,Sales Executive,2,7642,1,Yes,13,3,4,10,3,10,0,0
50,No,Non-Travel,881,Research & Development,2,4,Life Sciences,1,Male,3,4,Manager,1,17924,1,No,11,3,4,31,3,31,6,14
39,No,Travel_Rarely,1383,Human Resources,2,3,Life Sciences,4,Female,2,2,Human Resources,4,5204,8,No,11,3,3,13,3,5,4,0
33,No,Travel_Rarely,1075,Human Resources,3,2,Human Resources,4,Male,3,1,Human Resources,2,2277,3,Yes,11,3,3,7,4,4,3,0
32,Yes,Travel_Rarely,374,Research & Development,25,4,Life Sciences,1,Male,3,1,Laboratory Technician,4,2795,1,Yes,24,4,3,1,1,1,0,0
29,No,Travel_Rarely,1086,Research & Development,7,1,Medical,1,Female,2,1,Laboratory Technician,4,2532,6,No,14,3,3,8,3,4,3,0
44,No,Travel_Rarely,661,Research & Development,9,2,Life Sciences,2,Male,3,1,Research Scientist,1,2559,1,Yes,13,3,4,8,3,8,7,7
28,No,Travel_Rarely,821,Sales,5,4,Medical,1,Male,3,2,Sales Executive,4,4908,1,No,14,3,2,4,3,4,2,0
58,Yes,Travel_Frequently,781,Research & Development,2,1,Life Sciences,4,Male,2,1,Laboratory Technician,4,2380,9,Yes,14,3,4,3,2,1,0,0
43,No,Travel_Rarely,177,Research & Development,8,3,Life Sciences,1,Female,3,2,Manufacturing Director,2,4765,4,No,21,4,3,4,4,1,0,0
20,Yes,Travel_Rarely,500,Sales,2,3,Medical,3,Female,2,1,Sales Representative,3,2044,1,No,13,3,4,2,2,2,2,0
21,Yes,Travel_Rarely,1427,Research & Development,18,1,Other,4,Female,3,1,Research Scientist,4,2693,1,No,19,3,1,1,2,1,0,0
36,No,Travel_Rarely,1425,Research & Development,14,1,Life Sciences,3,Male,3,2,Healthcare Representative,4,6586,0,Yes,17,3,1,17,2,16,8,4
47,No,Travel_Rarely,1454,Sales,2,4,Life Sciences,4,Female,2,1,Sales Representative,4,3294,1,Yes,18,3,1,3,2,3,2,1
22,Yes,Travel_Rarely,617,Research & Development,3,1,Life Sciences,2,Female,3,2,Manufacturing Director,3,4171,0,Yes,19,3,1,4,4,3,2,0
41,Yes,Travel_Rarely,1085,Research & Development,2,4,Life Sciences,2,Female,1,1,Laboratory Technician,4,2778,4,Yes,13,3,3,10,2,7,7,1
28,No,Travel_Rarely,995,Research & Development,9,3,Medical,3,Female,3,1,Research Scientist,3,2377,5,No,18,3,2,6,3,2,2,2
39,Yes,Travel_Rarely,1122,Research & Development,6,3,Medical,4,Male,3,1,Laboratory Technician,1,2404,7,Yes,21,4,4,8,1,2,2,2
27,No,Travel_Rarely,618,Research & Development,4,3,Life Sciences,2,Female,3,1,Research Scientist,3,2318,1,No,19,3,3,1,3,1,1,0
34,No,Travel_Rarely,546,Research & Development,10,3,Life Sciences,2,Male,3,1,Laboratory Technician,2,2008,1,No,14,3,2,1,3,1,0,1
42,No,Travel_Rarely,462,Sales,14,2,Medical,3,Female,2,2,Sales Executive,3,6244,7,No,17,3,1,10,3,5,4,0
33,No,Travel_Rarely,1198,Research & Development,1,4,Other,3,Male,2,1,Research Scientist,1,2799,3,Yes,11,3,2,6,3,3,2,0
58,No,Travel_Rarely,1272,Research & Development,5,3,Technical Degree,3,Female,2,3,Healthcare Representative,2,10552,2,Yes,13,3,4,24,3,6,0,0
31,No,Travel_Rarely,154,Sales,7,4,Life Sciences,2,Male,2,1,Sales Representative,3,2329,3,No,15,3,2,13,4,7,7,5
35,No,Travel_Rarely,1137,Research & Development,21,1,Life Sciences,4,Female,3,2,Healthcare Representative,4,4014,1,Yes,25,4,4,10,1,10,6,0
49,No,Travel_Rarely,527,Research & Development,8,2,Other,1,Female,3,3,Laboratory Technician,2,7403,4,No,11,3,3,29,2,26,9,1
48,No,Travel_Rarely,1469,Research & Development,20,4,Medical,4,Male,3,1,Research Scientist,3,2259,4,No,17,3,1,13,2,0,0,0
31,No,Non-Travel,1188,Sales,20,2,Marketing,4,Female,3,2,Sales Executive,3,6932,1,No,13,3,4,9,2,9,8,0
36,No,Travel_Rarely,188,Research & Development,7,4,Other,2,Male,3,1,Research Scientist,4,4678,2,No,18,3,3,8,3,6,2,0
38,No,Travel_Rarely,1333,Research & Development,1,3,Technical Degree,4,Female,3,3,Research Director,1,13582,1,No,13,3,2,15,3,15,12,5
32,No,Non-Travel,1184,Research & Development,1,3,Life Sciences,3,Female,2,1,Laboratory Technician,2,2332,6,No,20,4,3,5,3,3,0,0
25,Yes,Travel_Rarely,867,Sales,19,2,Marketing,3,Male,2,1,Sales Representative,2,2413,1,Yes,18,3,3,1,3,1,0,0
40,No,Travel_Rarely,658,Sales,10,4,Marketing,1,Male,2,3,Sales Executive,2,9705,2,No,12,3,2,11,2,1,0,0
26,No,Travel_Frequently,1283,Sales,1,3,Medical,3,Male,2,2,Sales Executive,1,4294,1,No,12,3,2,7,3,7,7,0
41,No,Travel_Rarely,263,Research & Development,6,3,Medical,4,Male,3,1,Laboratory Technician,1,4721,2,Yes,13,3,3,20,3,18,13,2
36,No,Travel_Rarely,938,Research & Development,2,4,Medical,3,Male,3,1,Laboratory Technician,3,2519,4,No,21,4,3,16,3,11,8,3
19,Yes,Travel_Rarely,419,Sales,21,3,Other,4,Male,2,1,Sales Representative,2,2121,1,Yes,13,3,2,1,4,1,0,0
20,Yes,Travel_Rarely,129,Research & Development,4,3,Technical Degree,1,Male,3,1,Laboratory Technician,1,2973,1,No,19,3,2,1,3,1,0,0
31,No,Travel_Rarely,616,Research & Development,12,3,Medical,4,Female,3,2,Healthcare Representative,4,5855,0,Yes,11,3,3,10,1,9,7,8
40,No,Travel_Frequently,1469,Research & Development,9,4,Medical,4,Male,3,1,Research Scientist,2,3617,8,Yes,14,3,4,3,3,1,1,0
32,No,Travel_Rarely,498,Research & Development,3,4,Medical,3,Female,3,2,Manufacturing Director,1,6725,1,No,12,3,3,8,4,8,7,6
36,Yes,Travel_Rarely,530,Sales,3,1,Life Sciences,3,Male,2,3,Sales Executive,4,10325,1,Yes,11,3,1,16,3,16,7,3
33,No,Travel_Rarely,1069,Research & Development,1,3,Life Sciences,2,Female,2,2,Healthcare Representative,4,6949,0,No,14,3,1,6,3,5,0,1
37,Yes,Travel_Rarely,625,Sales,1,4,Life Sciences,1,Male,2,3,Sales Executive,3,10609,5,No,11,3,3,17,1,14,1,11
45,No,Non-Travel,805,Research & Development,4,2,Life Sciences,3,Male,3,2,Laboratory Technician,2,4447,1,No,12,3,2,9,2,9,7,0
29,No,Travel_Frequently,1404,Sales,20,3,Technical Degree,3,Female,3,1,Sales Representative,4,2157,1,No,15,3,2,3,3,3,1,0
35,No,Travel_Rarely,1219,Sales,18,3,Medical,3,Female,3,2,Sales Executive,3,4601,1,No,16,3,2,5,3,5,2,1
52,No,Travel_Rarely,1053,Research & Development,1,2,Life Sciences,4,Male,3,4,Manager,4,17099,2,No,15,3,2,26,2,9,8,7
58,Yes,Travel_Rarely,289,Research & Development,2,3,Technical Degree,4,Male,3,1,Research Scientist,3,2479,4,No,24,4,1,7,3,1,0,0
53,No,Travel_Rarely,1376,Sales,2,2,Medical,3,Male,3,4,Manager,3,14852,6,No,13,3,3,22,4,17,13,15
30,No,Travel_Rarely,231,Sales,8,2,Other,3,Male,3,3,Sales Executive,3,7264,5,No,11,3,1,10,4,8,4,7
38,No,Non-Travel,152,Sales,10,3,Technical Degree,3,Female,3,2,Sales Executive,4,5666,1,Yes,13,3,2,6,3,5,3,1
35,No,Travel_Rarely,882,Sales,3,4,Life Sciences,4,Male,3,3,Sales Executive,4,7823,6,No,13,3,2,12,3,10,9,0
39,No,Travel_Rarely,903,Sales,2,5,Life Sciences,1,Male,4,3,Sales Executive,3,7880,0,No,18,3,4,9,3,8,7,0
40,Yes,Non-Travel,1479,Sales,24,3,Life Sciences,2,Female,4,4,Sales Executive,2,13194,4,Yes,16,3,4,22,2,1,0,0
47,No,Travel_Frequently,1379,Research & Development,16,4,Medical,3,Male,4,2,Manufacturing Director,3,5067,1,Yes,19,3,3,20,4,19,10,2
36,No,Non-Travel,1229,Sales,8,4,Technical Degree,1,Male,3,2,Sales Executive,4,5079,4,No,13,3,4,12,3,7,7,0
31,Yes,Non-Travel,335,Research & Development,9,2,Medical,3,Male,2,1,Research Scientist,1,2321,0,Yes,22,4,1,4,3,3,2,1
33,No,Non-Travel,722,Sales,17,3,Life Sciences,4,Male,3,4,Manager,3,17444,1,No,11,3,4,10,3,10,8,6
29,Yes,Travel_Rarely,906,Research & Development,10,3,Life Sciences,4,Female,2,1,Research Scientist,1,2404,6,Yes,20,4,3,3,3,0,0,0
33,No,Travel_Rarely,461,Research & Development,13,1,Life Sciences,2,Female,3,1,Research Scientist,4,3452,3,No,18,3,1,5,3,3,2,0
45,No,Travel_Rarely,974,Research & Development,1,4,Medical,4,Female,3,1,Laboratory Technician,4,2270,3,No,14,3,4,8,3,5,3,0
50,No,Travel_Rarely,1126,Research & Development,1,2,Medical,4,Male,3,4,Research Director,4,17399,9,No,22,4,3,32,2,5,4,1
33,No,Travel_Frequently,827,Research & Development,1,4,Other,3,Female,4,2,Healthcare Representative,2,5488,1,Yes,13,3,1,6,3,6,5,1
41,No,Travel_Frequently,840,Research & Development,9,3,Medical,1,Male,3,5,Research Director,3,19419,2,No,17,3,2,21,4,18,16,0
27,No,Travel_Rarely,1134,Research & Development,16,4,Technical Degree,3,Female,3,1,Laboratory Technician,2,2811,9,No,14,3,2,4,3,2,2,2
45,No,Non-Travel,248,Research & Development,23,2,Life Sciences,4,Male,3,2,Laboratory Technician,1,3633,1,Yes,15,3,3,9,3,9,8,0
47,No,Travel_Rarely,955,Sales,4,2,Life Sciences,4,Female,3,2,Sales Executive,4,4163,1,Yes,17,3,3,9,3,9,0,0
30,Yes,Travel_Rarely,138,Research & Development,22,3,Life Sciences,1,Female,3,1,Research Scientist,3,2132,4,Yes,11,3,2,7,3,5,2,0
50,No,Travel_Rarely,939,Research & Development,24,3,Life Sciences,4,Male,3,4,Manufacturing Director,3,13973,3,Yes,18,3,4,22,3,12,11,1
38,No,Travel_Frequently,1391,Research & Development,10,1,Medical,3,Male,3,1,Research Scientist,3,2684,0,No,17,3,2,3,2,2,1,0
46,No,Travel_Rarely,566,Research & Development,7,2,Medical,4,Male,3,3,Manufacturing Director,3,10845,6,No,13,3,2,13,3,8,7,0
24,No,Travel_Rarely,1206,Research & Development,17,1,Medical,4,Female,2,2,Manufacturing Director,3,4377,1,No,15,3,2,5,3,4,2,3
35,Yes,Travel_Rarely,622,Research & Development,14,4,Other,3,Male,2,1,Laboratory Technician,2,3743,1,Yes,24,4,4,5,1,4,2,0
31,No,Travel_Frequently,853,Research & Development,1,1,Life Sciences,3,Female,3,2,Manufacturing Director,1,4148,1,No,12,3,3,4,3,4,3,0
18,No,Non-Travel,287,Research & Development,5,2,Life Sciences,2,Male,3,1,Research Scientist,4,1051,1,No,15,3,4,0,3,0,0,0
54,No,Travel_Rarely,1441,Research & Development,17,3,Technical Degree,3,Female,3,3,Manufacturing Director,3,10739,8,No,11,3,3,22,3,10,7,0
35,No,Travel_Rarely,583,Research & Development,25,4,Medical,3,Female,3,3,Healthcare Representative,3,10388,1,Yes,11,3,3,16,2,16,10,10
30,No,Travel_Rarely,153,Research & Development,8,2,Life Sciences,2,Female,4,3,Research Director,1,11416,0,Yes,12,3,3,9,2,8,7,1
20,Yes,Travel_Rarely,1097,Research & Development,11,3,Medical,4,Female,2,1,Research Scientist,1,2600,1,Yes,15,3,1,1,3,1,0,0
30,Yes,Travel_Frequently,109,Research & Development,5,3,Medical,2,Female,3,1,Laboratory Technician,2,2422,0,No,17,3,1,4,3,3,2,1
26,No,Travel_Rarely,1066,Research & Development,2,2,Medical,4,Male,4,2,Manufacturing Director,4,5472,1,No,12,3,2,8,3,8,7,1
22,No,Travel_Rarely,217,Research & Development,8,1,Life Sciences,2,Male,1,1,Laboratory Technician,1,2451,1,No,15,3,1,4,2,4,3,1
48,No,Travel_Rarely,277,Research & Development,6,3,Life Sciences,1,Male,2,2,Healthcare Representative,3,4240,2,No,13,3,4,19,3,2,2,2
48,No,Travel_Rarely,1355,Research & Development,4,4,Life Sciences,3,Male,2,3,Healthcare Representative,3,10999,7,No,14,3,2,27,3,15,11,4
41,No,Travel_Rarely,549,Research & Development,7,2,Medical,4,Female,3,2,Manufacturing Director,3,5003,6,No,14,3,2,8,3,2,2,2
39,No,Travel_Rarely,466,Research & Development,1,1,Life Sciences,4,Female,2,4,Manufacturing Director,4,12742,1,No,16,3,3,21,3,21,6,11
27,No,Travel_Rarely,1055,Research & Development,2,4,Life Sciences,1,Female,3,2,Manufacturing Director,4,4227,0,No,18,3,2,4,3,3,2,2
35,No,Travel_Rarely,802,Research & Development,10,3,Other,2,Male,3,1,Laboratory Technician,4,3917,1,No,20,4,1,3,2,3,2,1
42,No,Travel_Rarely,265,Sales,5,2,Marketing,4,Male,3,5,Manager,3,18303,6,No,13,3,2,21,4,1,0,0
50,No,Travel_Rarely,804,Research & Development,9,3,Life Sciences,1,Male,3,1,Laboratory Technician,4,2380,4,No,18,3,2,8,3,1,0,0
59,No,Travel_Rarely,715,Research & Development,2,3,Life Sciences,3,Female,2,4,Manufacturing Director,4,13726,3,Yes,13,3,1,30,3,5,3,4
37,Yes,Travel_Rarely,1141,Research & Development,11,2,Medical,1,Female,1,2,Healthcare Representative,2,4777,5,No,15,3,1,15,1,1,0,0
55,No,Travel_Frequently,135,Research & Development,18,4,Medical,3,Male,3,2,Healthcare Representative,2,6385,3,Yes,14,3,4,17,3,8,7,6
41,No,Non-Travel,247,Research & Development,7,1,Life Sciences,2,Female,1,5,Research Director,3,19973,1,No,22,4,2,21,3,21,16,5
38,No,Travel_Rarely,1035,Sales,3,4,Life Sciences,2,Male,3,2,Sales Executive,4,6861,8,Yes,12,3,3,19,3,1,0,0
26,Yes,Non-Travel,265,Sales,29,2,Medical,2,Male,1,2,Sales Executive,1,4969,8,No,18,3,4,7,3,2,2,2
52,Yes,Travel_Rarely,266,Sales,2,1,Marketing,1,Female,1,5,Manager,4,19845,1,No,15,3,4,33,3,32,14,6
44,No,Travel_Rarely,1448,Sales,28,3,Medical,4,Female,4,4,Sales Executive,4,13320,3,Yes,18,3,3,23,3,12,11,11
50,No,Non-Travel,145,Sales,1,3,Life Sciences,4,Female,3,2,Sales Executive,3,6347,0,No,12,3,1,19,3,18,7,0
36,Yes,Travel_Rarely,885,Research & Development,16,4,Life Sciences,3,Female,4,1,Laboratory Technician,1,2743,1,No,16,3,3,18,3,17,13,15
39,No,Travel_Frequently,945,Research & Development,22,3,Medical,4,Female,3,3,Manufacturing Director,1,10880,1,Yes,13,3,3,21,3,21,6,2
33,No,Non-Travel,1038,Sales,8,1,Life Sciences,2,Female,2,1,Sales Representative,4,2342,0,No,19,3,4,3,2,2,2,2
45,No,Travel_Rarely,1234,Sales,11,2,Life Sciences,4,Female,3,4,Manager,4,17650,3,No,13,3,2,26,4,9,3,1
32,No,Non-Travel,1109,Research & Development,29,4,Medical,4,Female,3,1,Laboratory Technician,3,4025,9,No,12,3,2,10,3,8,7,7
34,No,Travel_Rarely,216,Sales,1,4,Marketing,2,Male,4,2,Sales Executive,4,9725,0,No,11,3,4,16,2,15,1,0
